Tribe...1,Tribe...2,cluster,profile length,Gene ID,function,SP ?,SSP,species,iso,tair
463,f463,c136,48,tair10_AT1G48440.1,NA,?,NA,tair10,1,AT1G48440
463,f463,c136,48,tair10_AT3G03160.1,NA,?,NA,tair10,1,AT3G03160
463,f463,c136,48,tair10_AT3G17780.1,NA,?,NA,tair10,1,AT3G17780
463,f463,c136,48,tair10_AT5G17190.1,NA,?,NA,tair10,1,AT5G17190
496,f496,c139,49,tair10_AT1G32470.1,NA,NA,NA,tair10,1,AT1G32470
496,f496,c139,49,tair10_AT2G35120.1,glycine cleavage,?,NA,tair10,1,AT2G35120
498,f498,c1400,50,tair10_AT3G03010.1,NA,?,NA,tair10,1,AT3G03010
498,f498,c1400,50,tair10_AT5G16870.1,NA,?,NA,tair10,1,AT5G16870
499,f499,c1401,49,tair10_ATMG00530.1,mitochondrion,N,NA,tair10,1,ATMG00530
515,f515,c1416,47,tair10_AT3G23760.1,glycosyl transferase,N,NA,tair10,1,AT3G23760
523,f523,c1423,49,tair10_AT5G51720.1,NA,NA,NA,tair10,1,AT5G51720
534,f534,c1434,50,tair10_AT3G51510.1,NA,NA,NA,tair10,1,AT3G51510
552,f552,c1452,50,tair10_AT5G57565.1,NA,NA,NA,tair10,1,AT5G57565
555,f555,c1455,40,tair10_AT5G64880.1,NA,?,NA,tair10,1,AT5G64880
572,f572,c1470,36,tair10_AT5G18850.1,NA,?,NA,tair10,1,AT5G18850
582,f582,c147,50,tair10_AT3G49870.1,NA,NA,NA,tair10,1,AT3G49870
582,f582,c147,50,tair10_AT5G37680.1,NA,NA,NA,tair10,1,AT5G37680
582,f582,c147,50,tair10_AT5G67560.1,NA,NA,NA,tair10,1,AT5G67560
593,f593,c148,47,tair10_AT2G35605.1,NA,NA,NA,tair10,1,AT2G35605
593,f593,c148,47,tair10_AT3G03590.1,SWIB complex BAF60b,N,NA,tair10,1,AT3G03590
593,f593,c148,47,tair10_AT4G34290.1,SWIB complex BAF60b,N,NA,tair10,1,AT4G34290
604,f604,c149,49,tair10_AT5G03345.1,NA,?,NA,tair10,1,AT5G03345
605,f605,c14,44,tair10_AT1G10630.1,NA,NA,NA,tair10,1,AT1G10630
605,f605,c14,44,tair10_AT1G23490.1,NA,NA,NA,tair10,1,AT1G23490
605,f605,c14,44,tair10_AT1G70490.1,NA,NA,NA,tair10,1,AT1G70490
605,f605,c14,44,tair10_AT2G47170.1,NA,NA,NA,tair10,1,AT2G47170
605,f605,c14,44,tair10_AT3G22950.1,NA,NA,NA,tair10,1,AT3G22950
605,f605,c14,44,tair10_AT3G62290.1,NA,NA,NA,tair10,1,AT3G62290
605,f605,c14,44,tair10_AT5G14670.1,NA,NA,NA,tair10,1,AT5G14670
616,f616,c150,46,tair10_AT2G35736.1,NA,?,NA,tair10,1,AT2G35736
616,f616,c150,46,tair10_AT4G25225.1,NA,?,NA,tair10,1,AT4G25225
627,f627,c151,50,tair10_AT1G04480.1,NA,NA,NA,tair10,1,AT1G04480
627,f627,c151,50,tair10_AT2G33370.1,NA,NA,NA,tair10,1,AT2G33370
627,f627,c151,50,tair10_AT3G04400.1,NA,NA,NA,tair10,1,AT3G04400
638,f638,c152,50,tair10_AT1G52600.1,NA,NA,NA,tair10,1,AT1G52600
638,f638,c152,50,tair10_AT3G15710.1,NA,NA,NA,tair10,1,AT3G15710
655,f655,c1545,33,tair10_AT5G01075.1,beta-galactosidase,N,NA,tair10,1,AT5G01075
679,f679,c1570,29,tair10_AT4G04800.1,reductase,N,NA,tair10,1,AT4G04800
685,f685,c1576,50,tair10_AT4G22630.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT4G22630
685,f685,c1576,50,tair10_AT4G22666.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT4G22666
704,f704,c1594,35,tair10_AT4G16980.1,arabinogalactan/plastocyanin,?,NA,tair10,1,AT4G16980
708,f708,c1598,42,tair10_AT1G63522.1,defensin-like,? in both,NA,tair10,1,AT1G63522
708,f708,c1598,42,tair10_AT1G63535.1,NA,NA,NA,tair10,1,AT1G63535
708,f708,c1598,42,tair10_AT1G68905.1,defensin-like,? in both,NA,tair10,1,AT1G68905
712,f712,c1600,40,tair10_AT1G06010.1,NA,?,NA,tair10,1,AT1G06010
722,f722,c160,33,tair10_AT5G02120.1,NA,NA,NA,tair10,1,AT5G02120
724,f724,c1611,39,tair10_AT2G16505.1,MEG-related,?,NA,tair10,1,AT2G16505
724,f724,c1611,39,tair10_AT2G16535.1,MEG-related,?,NA,tair10,1,AT2G16535
730,f730,c1618,30,tair10_AT4G10250.1,HSP,N,NA,tair10,1,AT4G10250
732,f732,c161,49,tair10_AT2G35795.1,DNA-J HS N-term domain,N,NA,tair10,1,AT2G35795
732,f732,c161,49,tair10_AT3G09700.1,DNA-J HS N-term domain,N,NA,tair10,1,AT3G09700
732,f732,c161,49,tair10_AT5G03030.1,DNA-J HS N-term domain,N,NA,tair10,1,AT5G03030
742,f742,c162,44,tair10_AT1G32410.1,NA,NA,NA,tair10,1,AT1G32410
742,f742,c162,44,tair10_AT3G11530.1,vacuolar sorting,N,NA,tair10,1,AT3G11530
749,f749,c1636,26,tair10_AT1G28375.1,NA,?,NA,tair10,1,AT1G28375
749,f749,c1636,26,tair10_AT5G04030.1,NA,?,NA,tair10,1,AT5G04030
749,f749,c1636,26,tair10_AT5G24316.1,NA,?,NA,tair10,1,AT5G24316
751,f751,c1638,49,tair10_AT1G29810.1,dehydratase,N,NA,tair10,1,AT1G29810
753,f753,c163,50,tair10_AT1G01230.1,NA,NA,NA,tair10,1,AT1G01230
753,f753,c163,50,tair10_AT5G42000.1,NA,NA,NA,tair10,1,AT5G42000
754,f754,c1640,44,tair10_AT3G07568.1,NA,?,NA,tair10,1,AT3G07568
774,f774,c165,39,tair10_AT4G15910.1,NA,NA,NA,tair10,1,AT4G15910
784,f784,c166,42,tair10_AT3G52790.1,peptidoglycan-binding LysM domain,?,NA,tair10,1,AT3G52790
784,f784,c166,42,tair10_AT4G25433.1,peptidoglycan-binding LysM domain,?,NA,tair10,1,AT4G25433
784,f784,c166,42,tair10_AT5G62150.1,peptidoglycan-binding LysM domain,?,NA,tair10,1,AT5G62150
795,f795,c167,32,tair10_AT1G54445.1,defensin-like/beta-gal/LCR,? in both,NA,tair10,1,AT1G54445
795,f795,c167,32,tair10_AT3G42473.1,LCR,? in both,NA,tair10,1,AT3G42473
796,f796,c1681,50,tair10_AT4G03240.1,NA,NA,NA,tair10,1,AT4G03240
816,f816,c16,35,tair10_AT2G20585.1,NA,NA,NA,tair10,1,AT2G20585
816,f816,c16,35,tair10_AT5G11630.1,NA,NA,NA,tair10,1,AT5G11630
825,f825,c170,24,tair10_AT1G20823.1,NA,NA,NA,tair10,1,AT1G20823
825,f825,c170,24,tair10_AT1G76410.1,NA,NA,NA,tair10,1,AT1G76410
825,f825,c170,24,tair10_AT2G17450.1,NA,NA,NA,tair10,1,AT2G17450
825,f825,c170,24,tair10_AT4G35480.1,NA,NA,NA,tair10,1,AT4G35480
826,f826,c1710,41,tair10_AT4G30450.1,glycine-rich,?,NA,tair10,1,AT4G30450
829,f829,c1714,40,tair10_AT1G64640.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT1G64640
832,f832,c1717,32,tair10_AT5G54585.1,NA,NA,NA,tair10,1,AT5G54585
834,f834,c1719,47,tair10_AT2G10557.1,NA,NA,NA,tair10,1,AT2G10557
834,f834,c1719,47,tair10_AT3G28674.1,NA,NA,NA,tair10,1,AT3G28674
834,f834,c1719,47,tair10_AT5G04853.1,NA,NA,NA,tair10,1,AT5G04853
839,f839,c1723,27,tair10_AT2G32785.1,RALF-related,Y,RALFL,tair10,1,AT2G32785
839,f839,c1723,27,tair10_AT2G32788.1,RALF-related,Y,RALFL,tair10,1,AT2G32788
845,f845,c172,35,tair10_AT1G05070.1,NA,?,NA,tair10,1,AT1G05070
845,f845,c172,35,tair10_AT2G24290.1,NA,?,NA,tair10,1,AT2G24290
845,f845,c172,35,tair10_AT2G32580.1,NA,?,NA,tair10,1,AT2G32580
845,f845,c172,35,tair10_AT4G04360.1,NA,NA,NA,tair10,1,AT4G04360
845,f845,c172,35,tair10_AT4G30996.1,NA,?,NA,tair10,1,AT4G30996
847,f847,c1731,29,tair10_AT1G53282.1,thionin,? in both,NA,tair10,1,AT1G53282
847,f847,c1731,29,tair10_AT1G53285.1,NA,?,NA,tair10,1,AT1G53285
847,f847,c1731,29,tair10_AT3G48205.1,thionin/stigma specific,? in both,NA,tair10,1,AT3G48205
848,f848,c1732,47,tair10_AT2G06166.1,defensin-like,? in both,NA,tair10,1,AT2G06166
848,f848,c1732,47,tair10_AT4G17713.1,defensin-like,? in both,NA,tair10,1,AT4G17713
848,f848,c1732,47,tair10_AT4G17718.1,defensin-like,? in both,NA,tair10,1,AT4G17718
850,f850,c1734,47,tair10_AT5G47130.1,Bax inhibitor-1,N,NA,tair10,1,AT5G47130
851,f851,c1735,41,tair10_AT1G31720.1,NA,NA,NA,tair10,1,AT1G31720
853,f853,c1737,38,tair10_AT1G21395.1,thionin,? in both,NA,tair10,1,AT1G21395
853,f853,c1737,38,tair10_AT2G26865.1,thionin,? in both,NA,tair10,1,AT2G26865
853,f853,c1737,38,tair10_AT2G36724.1,thionin,? in both,NA,tair10,1,AT2G36724
865,f865,c1749,38,tair10_AT4G27652.1,NA,?,NA,tair10,1,AT4G27652
865,f865,c1749,38,tair10_AT4G27657.1,NA,?,NA,tair10,1,AT4G27657
865,f865,c1749,38,tair10_AT5G54145.1,NA,?,NA,tair10,1,AT5G54145
866,f866,c174,44,tair10_AT1G16840.1,NA,NA,NA,tair10,1,AT1G16840
866,f866,c174,44,tair10_AT1G78890.1,NA,NA,NA,tair10,1,AT1G78890
870,f870,c1753,24,tair10_AT1G20590.1,NA,NA,NA,tair10,1,AT1G20590
875,f875,c1758,32,tair10_AT1G12064.1,NA,?,NA,tair10,1,AT1G12064
877,f877,c175,50,tair10_AT3G11780.1,MD-2-related lipid recognition domain-containing,N,NA,tair10,1,AT3G11780
877,f877,c175,50,tair10_AT3G44100.1,MD-2-related lipid recognition domain-containing,N,NA,tair10,1,AT3G44100
877,f877,c175,50,tair10_AT5G06480.1,MD-2-related lipid recognition domain-containing,N,NA,tair10,1,AT5G06480
878,f878,c1760,25,tair10_AT1G14455.1,NA,?,NA,tair10,1,AT1G14455
878,f878,c1760,25,tair10_AT2G02498.1,NA,NA,NA,tair10,1,AT2G02498
878,f878,c1760,25,tair10_AT2G19802.1,NA,?,NA,tair10,1,AT2G19802
888,f888,c176,31,tair10_AT1G06515.1,NA,?,NA,tair10,1,AT1G06515
888,f888,c176,31,tair10_AT2G30942.1,NA,?,NA,tair10,1,AT2G30942
902,f902,c1782,46,tair10_AT2G14282.1,SCRL,? in both,SCRL,tair10,1,AT2G14282
902,f902,c1782,46,tair10_AT2G25685.1,SCRL,? in both,SCRL,tair10,1,AT2G25685
902,f902,c1782,46,tair10_AT3G27503.1,SCRL,? in both,SCRL,tair10,1,AT3G27503
919,f919,c179,41,tair10_AT2G16385.1,NA,?,NA,tair10,1,AT2G16385
919,f919,c179,41,tair10_AT4G34600.1,NA,?,NA,tair10,1,AT4G34600
930,f930,c180,48,tair10_AT3G27840.1,NA,NA,NA,tair10,1,AT3G27840
932,f932,c1811,17,tair10_AT1G18773.1,NA,NA,NA,tair10,1,AT1G18773
953,f953,c1832,42,tair10_AT1G18486.1,NA,?,NA,tair10,1,AT1G18486
953,f953,c1832,42,tair10_AT4G02655.1,NA,?,NA,tair10,1,AT4G02655
961,f961,c183,47,tair10_AT5G07230.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G07230
961,f961,c183,47,tair10_AT5G52160.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G52160
961,f961,c183,47,tair10_AT5G62080.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G62080
965,f965,c1843,28,tair10_AT1G15900.1,NA,NA,NA,tair10,1,AT1G15900
971,f971,c184,49,tair10_AT2G20562.1,NA,?,NA,tair10,1,AT2G20562
971,f971,c184,49,tair10_AT2G31090.1,NA,?,NA,tair10,1,AT2G31090
982,f982,c185,45,tair10_AT1G45190.1,ECA1 gametogenesis related,?,NA,tair10,1,AT1G45190
982,f982,c185,45,tair10_AT1G47450.1,ECA1 gametogenesis related,?,NA,tair10,1,AT1G47450
982,f982,c185,45,tair10_AT1G47470.1,ECA1 gametogenesis related,?,NA,tair10,1,AT1G47470
982,f982,c185,45,tair10_AT1G52970.1,ECA1 gametogenesis related,?,NA,tair10,1,AT1G52970
982,f982,c185,45,tair10_AT2G04031.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G04031
982,f982,c185,45,tair10_AT2G04037.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G04037
982,f982,c185,45,tair10_AT2G04041.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G04041
982,f982,c185,45,tair10_AT2G21655.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G21655
982,f982,c185,45,tair10_AT2G21727.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G21727
982,f982,c185,45,tair10_AT2G25482.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G25482
982,f982,c185,45,tair10_AT3G01185.1,ECA1 gametogenesis related,?,NA,tair10,1,AT3G01185
982,f982,c185,45,tair10_AT3G11990.1,ECA1 gametogenesis related,?,NA,tair10,1,AT3G11990
982,f982,c185,45,tair10_AT3G29797.1,ECA1 gametogenesis related,?,NA,tair10,1,AT3G29797
982,f982,c185,45,tair10_AT3G30247.1,ECA1 gametogenesis related,?,NA,tair10,1,AT3G30247
982,f982,c185,45,tair10_AT4G13261.1,ECA1 gametogenesis related,?,NA,tair10,1,AT4G13261
982,f982,c185,45,tair10_AT4G13263.1,ECA1 gametogenesis related,?,NA,tair10,1,AT4G13263
982,f982,c185,45,tair10_AT5G35405.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G35405
990,f990,c1867,23,tair10_AT2G01175.1,NA,NA,NA,tair10,1,AT2G01175
1003,f1003,c187,50,tair10_AT2G37120.1,NA,NA,NA,tair10,1,AT2G37120
1003,f1003,c187,50,tair10_AT3G09735.1,NA,NA,NA,tair10,1,AT3G09735
1003,f1003,c187,50,tair10_AT3G53370.1,NA,NA,NA,tair10,1,AT3G53370
1013,f1013,c188,37,tair10_AT3G54040.1,photoassimilate-responsive protein-related,?,NA,tair10,1,AT3G54040
1013,f1013,c188,37,tair10_AT5G52390.1,photoassimilate-responsive protein-related,?,NA,tair10,1,AT5G52390
1017,f1017,c1893,24,tair10_AT1G26710.1,NA,?,NA,tair10,1,AT1G26710
1017,f1017,c1893,24,tair10_AT1G26720.1,NA,?,NA,tair10,1,AT1G26720
1031,f1031,c1908,50,tair10_AT5G07510.1,glycine-rich,?,NA,tair10,1,AT5G07510
1032,f1032,c190,42,tair10_AT5G14602.1,NA,?,NA,tair10,1,AT5G14602
1032,f1032,c190,42,tair10_AT5G18150.1,NA,?,NA,tair10,1,AT5G18150
1032,f1032,c190,42,tair10_AT5G58375.1,NA,?,NA,tair10,1,AT5G58375
1039,f1039,c1916,21,tair10_AT5G10780.1,NA,NA,NA,tair10,1,AT5G10780
1043,f1043,c191,40,tair10_AT1G05575.1,NA,NA,NA,tair10,1,AT1G05575
1043,f1043,c191,40,tair10_AT2G31945.1,NA,?,NA,tair10,1,AT2G31945
1062,f1062,c193,46,tair10_AT1G70720.1,invertase/pectin methylesterase inhibitor family protein,N,NA,tair10,1,AT1G70720
1062,f1062,c193,46,tair10_AT3G62820.1,invertase/pectin methylesterase inhibitor family protein,N,NA,tair10,1,AT3G62820
1062,f1062,c193,46,tair10_AT4G25250.1,invertase/pectin methylesterase inhibitor family protein,N,NA,tair10,1,AT4G25250
1073,f1073,c194,35,tair10_AT1G08695.1,SCR,? in both,SCRL,tair10,1,AT1G08695
1073,f1073,c194,35,tair10_AT1G60983.1,SCR,? in both,SCRL,tair10,1,AT1G60983
1073,f1073,c194,35,tair10_AT1G60985.1,SCR,? in both,SCRL,tair10,1,AT1G60985
1073,f1073,c194,35,tair10_AT1G60986.1,SCR,? in both,SCRL,tair10,1,AT1G60986
1073,f1073,c194,35,tair10_AT1G60987.1,SCR,? in both,SCRL,tair10,1,AT1G60987
1073,f1073,c194,35,tair10_AT1G60989.1,SCR,? in both,SCRL,tair10,1,AT1G60989
1073,f1073,c194,35,tair10_AT1G65113.1,SCR,? in both,SCRL,tair10,1,AT1G65113
1073,f1073,c194,35,tair10_AT2G05117.1,SCR,? in both,SCRL,tair10,1,AT2G05117
1073,f1073,c194,35,tair10_AT4G10457.1,SCR,? in both,SCRL,tair10,1,AT4G10457
1073,f1073,c194,35,tair10_AT4G15733.1,SCR,? in both,SCRL,tair10,1,AT4G15733
1073,f1073,c194,35,tair10_AT4G15735.1,SCR,? in both,SCRL,tair10,1,AT4G15735
1073,f1073,c194,35,tair10_AT4G22105.1,SCR,? in both,SCRL,tair10,1,AT4G22105
1073,f1073,c194,35,tair10_AT4G22115.1,SCR,? in both,SCRL,tair10,1,AT4G22115
1073,f1073,c194,35,tair10_AT5G45875.1,SCR,? in both,SCRL,tair10,1,AT5G45875
1076,f1076,c1952,41,tair10_AT2G47930.1,arabinogalactan/plastocyanin/LTPâ€¦,?,NA,tair10,1,AT2G47930
1078,f1078,c1954,37,tair10_AT4G12930.1,NA,?,NA,tair10,1,AT4G12930
1078,f1078,c1954,37,tair10_AT4G12940.1,NA,?,NA,tair10,1,AT4G12940
1078,f1078,c1954,37,tair10_AT4G28930.1,NA,?,NA,tair10,1,AT4G28930
1084,f1084,c195,36,tair10_AT1G52180.1,intrinsic,N,NA,tair10,1,AT1G52180
1084,f1084,c195,36,tair10_AT2G29870.1,NA,NA,NA,tair10,1,AT2G29870
1094,f1094,c1970,42,tair10_AT4G30770.1,NA,?,NA,tair10,1,AT4G30770
1104,f1104,c197,46,tair10_AT1G05210.1,NA,?,NA,tair10,1,AT1G05210
1104,f1104,c197,46,tair10_AT1G05220.1,NA,?,NA,tair10,1,AT1G05220
1104,f1104,c197,46,tair10_AT2G32380.1,NA,?,NA,tair10,1,AT2G32380
1110,f1110,c1986,43,tair10_AT1G62790.1,"protease inhibitor, seed storage, lipid transfer proteins",? in both,NA,tair10,1,AT1G62790
1110,f1110,c1986,43,tair10_AT4G12360.1,"protease inhibitor, seed storage, lipid transfer proteins",? in both,NA,tair10,1,AT4G12360
1117,f1117,c1993,50,tair10_AT1G32210.1,NA,NA,NA,tair10,1,AT1G32210
1119,f1119,c1996,30,tair10_AT3G20450.1,NA,?,NA,tair10,1,AT3G20450
1124,f1124,c19,44,tair10_AT3G01940.1,NA,?,NA,tair10,1,AT3G01940
1124,f1124,c19,44,tair10_AT3G01950.1,NA,?,NA,tair10,1,AT3G01950
1124,f1124,c19,44,tair10_AT3G27027.1,NA,?,NA,tair10,1,AT3G27027
1124,f1124,c19,44,tair10_AT3G27030.1,NA,?,NA,tair10,1,AT3G27030
1124,f1124,c19,44,tair10_AT3G48660.1,NA,?,NA,tair10,1,AT3G48660
1124,f1124,c19,44,tair10_AT5G08391.1,NA,?,NA,tair10,1,AT5G08391
1124,f1124,c19,44,tair10_AT5G14110.1,NA,?,NA,tair10,1,AT5G14110
1124,f1124,c19,44,tair10_AT5G40960.1,NA,?,NA,tair10,1,AT5G40960
1124,f1124,c19,44,tair10_AT5G40970.1,NA,?,NA,tair10,1,AT5G40970
1124,f1124,c19,44,tair10_AT5G40980.1,NA,?,NA,tair10,1,AT5G40980
1124,f1124,c19,44,tair10_AT5G50560.1,NA,?,NA,tair10,1,AT5G50560
1124,f1124,c19,44,tair10_AT5G50660.1,NA,?,NA,tair10,1,AT5G50660
1124,f1124,c19,44,tair10_AT5G63500.1,NA,?,NA,tair10,1,AT5G63500
1125,f1125,c1,15,tair10_AT1G15100.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT1G15100
1125,f1125,c1,15,tair10_AT1G24580.1,NA,NA,NA,tair10,1,AT1G24580
1125,f1125,c1,15,tair10_AT1G51930.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT1G51930
1125,f1125,c1,15,tair10_AT1G53010.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT1G53010
1125,f1125,c1,15,tair10_AT2G01150.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT2G01150
1125,f1125,c1,15,tair10_AT2G04240.1,NA,NA,NA,tair10,1,AT2G04240
1125,f1125,c1,15,tair10_AT2G18670.1,NA,NA,NA,tair10,1,AT2G18670
1125,f1125,c1,15,tair10_AT2G28920.1,NA,NA,NA,tair10,1,AT2G28920
1125,f1125,c1,15,tair10_AT2G34000.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT2G34000
1125,f1125,c1,15,tair10_AT2G44578.1,NA,NA,NA,tair10,1,AT2G44578
1125,f1125,c1,15,tair10_AT2G44581.1,NA,NA,NA,tair10,1,AT2G44581
1125,f1125,c1,15,tair10_AT3G05870.1,NA,NA,NA,tair10,1,AT3G05870
1125,f1125,c1,15,tair10_AT3G07200.1,NA,NA,NA,tair10,1,AT3G07200
1125,f1125,c1,15,tair10_AT3G10910.1,NA,NA,NA,tair10,1,AT3G10910
1125,f1125,c1,15,tair10_AT3G11110.1,NA,NA,NA,tair10,1,AT3G11110
1125,f1125,c1,15,tair10_AT3G19140.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT3G19140
1125,f1125,c1,15,tair10_AT3G43430.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT3G43430
1125,f1125,c1,15,tair10_AT3G61460.1,NA,NA,NA,tair10,1,AT3G61460
1125,f1125,c1,15,tair10_AT4G17245.1,NA,NA,NA,tair10,1,AT4G17245
1125,f1125,c1,15,tair10_AT4G24015.1,NA,NA,NA,tair10,1,AT4G24015
1125,f1125,c1,15,tair10_AT5G01880.1,NA,NA,NA,tair10,1,AT5G01880
1125,f1125,c1,15,tair10_AT5G05280.1,NA,NA,NA,tair10,1,AT5G05280
1125,f1125,c1,15,tair10_AT5G06490.1,NA,NA,NA,tair10,1,AT5G06490
1125,f1125,c1,15,tair10_AT5G07040.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G07040
1125,f1125,c1,15,tair10_AT5G20885.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G20885
1125,f1125,c1,15,tair10_AT5G41400.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G41400
1125,f1125,c1,15,tair10_AT5G41430.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G41430
1125,f1125,c1,15,tair10_AT5G41440.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G41440
1125,f1125,c1,15,tair10_AT5G41450.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G41450
1125,f1125,c1,15,tair10_AT5G42200.1,NA,NA,NA,tair10,1,AT5G42200
1125,f1125,c1,15,tair10_AT5G47610.1,zinc finger (C3HC4-type RING finger),N,NA,tair10,1,AT5G47610
1135,f1135,c200,49,tair10_AT2G37975.1,NA,?,NA,tair10,1,AT2G37975
1135,f1135,c200,49,tair10_AT3G54085.1,NA,?,NA,tair10,1,AT3G54085
1137,f1137,c2011,27,tair10_AT1G59885.1,NA,?,NA,tair10,1,AT1G59885
1146,f1146,c201,38,tair10_AT1G55265.1,NA,?,NA,tair10,1,AT1G55265
1146,f1146,c201,38,tair10_AT1G61667.1,NA,?,NA,tair10,1,AT1G61667
1146,f1146,c201,38,tair10_AT3G07470.1,NA,?,NA,tair10,1,AT3G07470
1146,f1146,c201,38,tair10_AT5G54530.1,NA,?,NA,tair10,1,AT5G54530
1157,f1157,c202,33,tair10_AT1G15757.1,defensin-like,? in both,NA,tair10,1,AT1G15757
1157,f1157,c202,33,tair10_AT1G56553.1,defensin-like,? in both,NA,tair10,1,AT1G56553
1157,f1157,c202,33,tair10_AT1G58055.1,defensin-like,? in both,NA,tair10,1,AT1G58055
1157,f1157,c202,33,tair10_AT2G12465.1,defensin-like,? in both,NA,tair10,1,AT2G12465
1157,f1157,c202,33,tair10_AT2G12475.1,defensin-like,? in both,NA,tair10,1,AT2G12475
1157,f1157,c202,33,tair10_AT2G20463.1,defensin-like,? in both,NA,tair10,1,AT2G20463
1157,f1157,c202,33,tair10_AT2G20465.1,defensin-like,? in both,NA,tair10,1,AT2G20465
1157,f1157,c202,33,tair10_AT2G40995.1,defensin-like,? in both,NA,tair10,1,AT2G40995
1157,f1157,c202,33,tair10_AT3G63360.1,defensin-like,? in both,NA,tair10,1,AT3G63360
1157,f1157,c202,33,tair10_AT4G08028.1,defensin-like,? in both,NA,tair10,1,AT4G08028
1157,f1157,c202,33,tair10_AT5G08505.1,defensin-like,? in both,NA,tair10,1,AT5G08505
1157,f1157,c202,33,tair10_AT5G27495.1,defensin-like,? in both,NA,tair10,1,AT5G27495
1157,f1157,c202,33,tair10_AT5G42223.1,defensin-like,? in both,NA,tair10,1,AT5G42223
1157,f1157,c202,33,tair10_AT5G42232.1,defensin-like,? in both,NA,tair10,1,AT5G42232
1157,f1157,c202,33,tair10_AT5G42235.1,defensin-like,? in both,NA,tair10,1,AT5G42235
1157,f1157,c202,33,tair10_AT5G59105.1,defensin-like,? in both,NA,tair10,1,AT5G59105
1158,f1158,c2030,33,tair10_AT1G30515.1,NA,?,NA,tair10,1,AT1G30515
1158,f1158,c2030,33,tair10_AT4G21740.1,NA,?,NA,tair10,1,AT4G21740
1165,f1165,c2038,36,tair10_AT5G22970.1,SI S1,? in both,NA,tair10,1,AT5G22970
1165,f1165,c2038,36,tair10_AT5G60000.1,SI S1,? in both,NA,tair10,1,AT5G60000
1167,f1167,c203,38,tair10_AT1G27290.1,NA,NA,NA,tair10,1,AT1G27290
1174,f1174,c2046,33,tair10_AT2G14110.1,NA,NA,NA,tair10,1,AT2G14110
1178,f1178,c204,49,tair10_AT2G24810.1,thaumatin,N,NA,tair10,1,AT2G24810
1189,f1189,c205,44,tair10_AT1G72060.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G72060
1194,f1194,c2064,48,tair10_AT3G05810.1,NA,NA,NA,tair10,1,AT3G05810
1194,f1194,c2064,48,tair10_AT5G26800.1,NA,NA,NA,tair10,1,AT5G26800
1200,f1200,c206,46,tair10_AT3G25220.1,peptidyl-prolyl cis-trans isomerases,N,NA,tair10,1,AT3G25220
1200,f1200,c206,46,tair10_AT5G48580.1,peptidyl-prolyl cis-trans isomerases,N,NA,tair10,1,AT5G48580
1233,f1233,c20,18,tair10_AT1G34245.1,EPF1 tribe,Y,EPF,tair10,1,AT1G34245
1233,f1233,c20,18,tair10_AT1G71866.1,NA,NA,EPF,tair10,1,AT1G71866
1233,f1233,c20,18,tair10_AT1G80133.1,EPF1 tribe,Y,EPF,tair10,1,AT1G80133
1233,f1233,c20,18,tair10_AT2G20875.1,EPF1,Y,EPF,tair10,1,AT2G20875
1233,f1233,c20,18,tair10_AT3G13898.1,NA,NA,EPF,tair10,1,AT3G13898
1233,f1233,c20,18,tair10_AT3G22820.1,EPF1 tribe,Y,EPF,tair10,1,AT3G22820
1233,f1233,c20,18,tair10_AT4G14723.1,EPF1 tribe,Y,EPF,tair10,1,AT4G14723
1233,f1233,c20,18,tair10_AT4G37810.1,EPF1 tribe,Y,EPF,tair10,1,AT4G37810
1233,f1233,c20,18,tair10_AT5G10310.1,EPF1 tribe,Y,EPF,tair10,1,AT5G10310
