Tribe,Tribe,cluster,profile length,Gene ID,function,SP ?,SSP
2728,f2728,c3495,50,RAP2_Os08t0512900-01,,,
2728,f2728,c3495,50,TIGR6.1_LOC_Os08g40190.1,,,
2729,f2729,c3496,43,RAP2_Os08t0481500-01,,,
2729,f2729,c3496,43,TIGR6.1_LOC_Os08g37590.1,,,
2730,f2730,c3497,39,POPTR_0019s13720.1,,,
2730,f2730,c3497,39,vitis_VV05G14220,,,
2731,f2731,c3498,45,maize_GRMZM2G019923_P01,,,
2731,f2731,c3498,45,vitis_VV12G07190,,,
2732,f2732,c3499,26,maize_GRMZM2G158211_P01,,,
2732,f2732,c3499,26,maize_GRMZM2G381019_P02,,,
2733,f2733,c349,50,POPTR_0001s41060.1,,,
2733,f2733,c349,50,POPTR_0004s04390.1,,,
2733,f2733,c349,50,POPTR_0011s05270.1,,,
2733,f2733,c349,50,POPTR_0011s11980.1,,,
2733,f2733,c349,50,POPTR_0013s13370.1,,,
2733,f2733,c349,50,tair10_AT1G53035.1,,?,
2733,f2733,c349,50,tair10_AT3G15358.1,,?,
2733,f2733,c349,50,vitis_VV00G33140,,,
2733,f2733,c349,50,vitis_VV00G48215,,,
2733,f2733,c349,50,vitis_VV12G03620,,,
2733,f2733,c349,50,vitis_VV19G02700,,,
2734,f2734,c3500,50,maize_GRMZM2G006006_P02,,,
2734,f2734,c3500,50,maize_GRMZM2G006006_P03,,,
2735,f2735,c3501,47,POPTR_0009s03510.2,,,
2735,f2735,c3501,47,vitis_VV06G05280,,,
2736,f2736,c3502,50,maize_GRMZM2G039780_P01,,,
2736,f2736,c3502,50,maize_GRMZM2G162836_P01,,,
2737,f2737,c3503,25,TIGR6.1_LOC_Os04g51760.1,,,
2737,f2737,c3503,25,TIGR6.1_LOC_Os12g10760.1,,,
2738,f2738,c3504,45,POPTR_0006s28370.1,,,
2738,f2738,c3504,45,POPTR_0018s03130.1,,,
2739,f2739,c3505,50,vitis_VV08G13790,,,
2739,f2739,c3505,50,vitis_VV08G13820,,,
2740,f2740,c3506,37,maize_GRMZM2G174499_P01,,,
2740,f2740,c3506,37,POPTR_0004s19950.1,,,
2741,f2741,c3507,48,maize_GRMZM2G030165_P03,,,
2741,f2741,c3507,48,TIGR6.1_LOC_Os04g51794.1,,,
2742,f2742,c3508,42,maize_GRMZM2G008108_P01,,,
2742,f2742,c3508,42,maize_GRMZM2G134794_P01,,,
2743,f2743,c3509,37,POPTR_0009s12580.1,,,
2743,f2743,c3509,37,vitis_VV00G53120,,,
2744,f2744,c350,50,maize_GRMZM2G063708_P01,,,
2744,f2744,c350,50,maize_GRMZM2G335564_P01,,,
2744,f2744,c350,50,maize_GRMZM5G864407_P01,,,
2744,f2744,c350,50,tair10_ATCG01080.1,plast,N,
2744,f2744,c350,50,TIGR6.1_LOC_Os02g24574.1,,,
2744,f2744,c350,50,TIGR6.1_LOC_Os03g35520.1,,,
2744,f2744,c350,50,TIGR6.1_LOC_Os10g21402.1,,,
2744,f2744,c350,50,vitis_VV00G50155,,,
2744,f2744,c350,50,vitis_VV00G50625,,,
2744,f2744,c350,50,vitis_VV00G51040,,,
2744,f2744,c350,50,vitis_VVCG01150,,,
2745,f2745,c3510,50,RAP2_Os04t0618400-01,,,
2745,f2745,c3510,50,TIGR6.1_LOC_Os04g52750.1,,,
2746,f2746,c3511,50,RAP2_Os04t0629200-01,,,
2746,f2746,c3511,50,TIGR6.1_LOC_Os04g53710.1,,,
2747,f2747,c3512,50,maize_GRMZM2G052784_P01,,,
2747,f2747,c3512,50,maize_GRMZM2G127566_P01,,,
2748,f2748,c3513,50,RAP2_Os01t0181300-00,,,
2748,f2748,c3513,50,TIGR6.1_LOC_Os01g08600.1,,,
2749,f2749,c3514,50,RAP2_Os04t0645800-00,,,
2749,f2749,c3514,50,TIGR6.1_LOC_Os04g55270.1,,,
2750,f2750,c3515,50,maize_GRMZM5G835621_P01,,,
2750,f2750,c3515,50,maize_GRMZM5G858186_P01,,,
2751,f2751,c3516,50,RAP2_Os05t0198000-01,,,
2751,f2751,c3516,50,TIGR6.1_LOC_Os05g10910.1,,,
2752,f2752,c3517,45,maize_GRMZM5G849826_P01,,,
2752,f2752,c3517,45,maize_GRMZM5G866405_P01,,,
2753,f2753,c3518,48,maize_GRMZM2G012340_P02,,,
2753,f2753,c3518,48,TIGR6.1_LOC_Os08g32700.1,,,
2754,f2754,c3519,46,POPTR_0005s11900.1,,,
2754,f2754,c3519,46,POPTR_0007s13830.1,,,
2755,f2755,c351,50,maize_GRMZM2G062044_P01,,,
2755,f2755,c351,50,maize_GRMZM2G108467_P01,,,
2755,f2755,c351,50,maize_GRMZM2G117572_P01,,,
2755,f2755,c351,50,maize_GRMZM2G125575_P01,,,
2755,f2755,c351,50,maize_GRMZM2G433927_P01,,,
2755,f2755,c351,50,RAP2_Os03t0659233-00,,,
2755,f2755,c351,50,tair10_ATCG00580.1,,,
2755,f2755,c351,50,TIGR6.1_LOC_Os06g39728.1,,,
2755,f2755,c351,50,TIGR6.1_LOC_Os08g15322.1,,,
2755,f2755,c351,50,TIGR6.1_LOC_Os10g21298.1,,,
2755,f2755,c351,50,vitis_VVCG00620,,,
2756,f2756,c3520,37,maize_GRMZM2G550645_P01,,,
2756,f2756,c3520,37,maize_GRMZM2G583655_P01,,,
2757,f2757,c3521,50,RAP2_Os05t0430500-00,,,
2757,f2757,c3521,50,TIGR6.1_LOC_Os05g35550.1,,,
2758,f2758,c3522,50,maize_GRMZM2G411296_P01,,,
2758,f2758,c3522,50,maize_GRMZM2G458993_P01,,,
2759,f2759,c3525,48,maize_GRMZM2G081291_P01,,,
2759,f2759,c3525,48,maize_GRMZM5G894342_P02,,,
2760,f2760,c3526,46,maize_GRMZM2G017730_P02,,,
2760,f2760,c3526,46,maize_GRMZM5G883686_P01,,,
2761,f2761,c3527,50,maize_GRMZM2G016357_P01,,,
2761,f2761,c3527,50,maize_GRMZM2G146057_P01,,,
2762,f2762,c3528,50,POPTR_0018s02650.1,,,
2762,f2762,c3528,50,POPTR_0018s08140.1,,,
2763,f2763,c3529,50,RAP2_Os04t0680700-02,,,
2763,f2763,c3529,50,TIGR6.1_LOC_Os04g58410.3,,,
2764,f2764,c352,45,maize_GRMZM2G001524_P01,,,
2764,f2764,c352,45,maize_GRMZM2G060464_P01,,,
2764,f2764,c352,45,maize_GRMZM2G060464_P02,,,
2764,f2764,c352,45,maize_GRMZM2G060464_P03,,,
2764,f2764,c352,45,POPTR_0003s06610.1,,,
2764,f2764,c352,45,POPTR_0003s06610.2,,,
2764,f2764,c352,45,RAP2_Os02t0565100-01,,,
2764,f2764,c352,45,tair10_AT1G17410.1,NDPK,N,
2764,f2764,c352,45,tair10_AT4G09320.1,NDPK,N,
2764,f2764,c352,45,TIGR6.1_LOC_Os02g35700.1,,,
2764,f2764,c352,45,TIGR6.1_LOC_Os05g51700.3,,,
2765,f2765,c3530,36,maize_GRMZM2G464107_P01,,,
2765,f2765,c3530,36,maize_GRMZM2G510751_P01,,,
2766,f2766,c3531,30,maize_GRMZM2G115411_P01,,,
2766,f2766,c3531,30,maize_GRMZM2G528539_P01,,,
2767,f2767,c3532,33,maize_GRMZM2G559812_P01,,,
2767,f2767,c3532,33,maize_GRMZM2G578497_P01,,,
2768,f2768,c3533,50,RAP2_Os04t0692800-00,,,
2768,f2768,c3533,50,TIGR6.1_LOC_Os04g59630.1,,,
2769,f2769,c3534,42,maize_GRMZM2G134957_P02,,,
2769,f2769,c3534,42,RAP2_Os03t0648450-00,,,
2770,f2770,c3535,50,RAP2_Os05t0101100-00,,,
2770,f2770,c3535,50,TIGR6.1_LOC_Os05g01080.1,,,
2771,f2771,c3536,50,RAP2_Os09t0243200-01,,,
2771,f2771,c3536,50,TIGR6.1_LOC_Os09g06770.1,,,
2772,f2772,c3537,47,maize_GRMZM2G060257_P01,,,
2772,f2772,c3537,47,maize_GRMZM2G060257_P03,,,
2773,f2773,c3538,50,RAP2_Os05t0552000-00,,,
2773,f2773,c3538,50,TIGR6.1_LOC_Os05g47860.1,,,
2774,f2774,c3539,50,RAP2_Os05t0116900-00,,,
2774,f2774,c3539,50,TIGR6.1_LOC_Os05g02610.1,,,
2775,f2775,c353,50,maize_GRMZM2G064030_P01,,,
2775,f2775,c353,50,maize_GRMZM2G075927_P01,,,
2775,f2775,c353,50,maize_GRMZM2G090925_P01,,,
2775,f2775,c353,50,maize_GRMZM2G125230_P01,,,
2775,f2775,c353,50,maize_GRMZM2G125284_P01,,,
2775,f2775,c353,50,maize_GRMZM2G158415_P01,,,
2775,f2775,c353,50,maize_GRMZM2G162778_P01,,,
2775,f2775,c353,50,maize_GRMZM2G165128_P01,,,
2775,f2775,c353,50,maize_GRMZM2G486008_P01,,,
2775,f2775,c353,50,maize_GRMZM2G488749_P01,,,
2775,f2775,c353,50,maize_GRMZM2G517148_P01,,,
2776,f2776,c3540,50,RAP2_Os05t0118900-01,,,
2776,f2776,c3540,50,TIGR6.1_LOC_Os05g02754.1,,,
2777,f2777,c3541,50,RAP2_Os05t0124500-00,,,
2777,f2777,c3541,50,TIGR6.1_LOC_Os05g03380.1,,,
2778,f2778,c3542,50,maize_AC199572.3_FGP005,,,
2778,f2778,c3542,50,maize_AC199875.3_FGP002,,,
2779,f2779,c3543,50,RAP2_Os05t0129400-01,,,
2779,f2779,c3543,50,TIGR6.1_LOC_Os05g03870.1,,,
2780,f2780,c3544,34,maize_GRMZM2G504241_P01,,,
2780,f2780,c3544,34,maize_GRMZM2G548468_P01,,,
2781,f2781,c3545,50,maize_GRMZM5G812132_P01,,,
2781,f2781,c3545,50,maize_GRMZM5G897371_P01,,,
2782,f2782,c3547,50,maize_GRMZM5G808652_P01,,,
2782,f2782,c3547,50,maize_GRMZM5G842556_P01,,,
2783,f2783,c3548,20,maize_GRMZM2G020597_P01,,,
2783,f2783,c3548,20,maize_GRMZM2G558495_P01,,,
2784,f2784,c3549,50,vitis_VV00G14250,,,
2784,f2784,c3549,50,vitis_VV02G10510,,,
2785,f2785,c354,20,maize_GRMZM2G105519_P01,,,
2785,f2785,c354,20,maize_GRMZM2G131197_P01,,,
2785,f2785,c354,20,maize_GRMZM2G135726_P01,,,
2785,f2785,c354,20,maize_GRMZM2G155246_P01,,,
2785,f2785,c354,20,maize_GRMZM2G161498_P01,,,
2785,f2785,c354,20,maize_GRMZM2G493249_P01,,,
2785,f2785,c354,20,maize_GRMZM2G497566_P01,,,
2785,f2785,c354,20,maize_GRMZM2G502513_P01,,,
2785,f2785,c354,20,maize_GRMZM2G552809_P01,,,
2785,f2785,c354,20,maize_GRMZM2G567242_P01,,,
2785,f2785,c354,20,maize_GRMZM2G588299_P01,,,
2786,f2786,c3550,50,RAP2_Os12t0177100-00,,,
2786,f2786,c3550,50,TIGR6.1_LOC_Os12g07760.1,,,
2787,f2787,c3551,36,maize_AC188753.3_FGP008,,,
2787,f2787,c3551,36,maize_GRMZM5G849127_P01,,,
2788,f2788,c3552,50,maize_AC225203.2_FGP003,,,
2788,f2788,c3552,50,maize_AC225203.2_FGP004,,,
2789,f2789,c3553,50,TIGR6.1_LOC_Os05g06530.1,,,
2789,f2789,c3553,50,TIGR6.1_LOC_Os05g06530.2,,,
2790,f2790,c3554,50,maize_GRMZM2G357377_P01,,,
2790,f2790,c3554,50,maize_GRMZM2G474579_P01,,,
2791,f2791,c3555,50,maize_GRMZM2G047382_P01,,,
2791,f2791,c3555,50,maize_GRMZM2G098226_P01,,,
2792,f2792,c3556,49,tair10_AT1G72530.1,,,
2792,f2792,c3556,49,tair10_AT1G72530.2,,,
2793,f2793,c3557,26,maize_GRMZM2G084703_P01,,,
2793,f2793,c3557,26,maize_GRMZM2G541391_P01,,,
2794,f2794,c3558,35,maize_GRMZM2G556228_P01,,,
2794,f2794,c3558,35,vitis_VV02G10730,,,
2795,f2795,c3559,50,maize_AC206827.2_FGP009,,,
2795,f2795,c3559,50,maize_AC234154.1_FGP003,,,
2796,f2796,c355,33,maize_GRMZM2G080885_P01,,,
2796,f2796,c355,33,maize_GRMZM2G154045_P01,,,
2796,f2796,c355,33,maize_GRMZM2G162680_P01,,,
2796,f2796,c355,33,maize_GRMZM2G569528_P01,,,
2796,f2796,c355,33,maize_GRMZM2G700430_P01,,,
2796,f2796,c355,33,maize_GRMZM2G701269_P01,,,
2796,f2796,c355,33,maize_GRMZM2G702264_P01,,,
2796,f2796,c355,33,maize_GRMZM2G702635_P01,,,
2796,f2796,c355,33,maize_GRMZM2G704283_P01,,,
2796,f2796,c355,33,maize_GRMZM2G704289_P01,,,
2796,f2796,c355,33,maize_GRMZM2G704342_P01,,,
2797,f2797,c3560,35,maize_GRMZM2G126519_P01,,,
2797,f2797,c3560,35,maize_GRMZM2G137728_P01,,,
2798,f2798,c3561,50,RAP2_Os11t0605300-01,,,
2798,f2798,c3561,50,TIGR6.1_LOC_Os11g39209.1,,,
2799,f2799,c3562,48,RAP2_Os08t0291100-00,,,
2799,f2799,c3562,48,TIGR6.1_LOC_Os08g19490.1,,,
2800,f2800,c3563,37,RAP2_Os09t0105700-00,,,
2800,f2800,c3563,37,RAP2_Os09t0301332-00,,,
2801,f2801,c3564,50,maize_GRMZM2G103292_P01,,,
2801,f2801,c3564,50,maize_GRMZM2G147532_P01,,,
2802,f2802,c3565,17,TIGR6.1_LOC_Os09g15690.1,,,
2802,f2802,c3565,17,TIGR6.1_LOC_Os12g16230.1,,,
2803,f2803,c3566,19,maize_GRMZM2G077910_P01,,,
2803,f2803,c3566,19,maize_GRMZM2G094744_P01,,,
2804,f2804,c3567,49,maize_GRMZM2G117388_P04,,,
2804,f2804,c3567,49,TIGR6.1_LOC_Os05g09550.3,,,
2805,f2805,c3568,32,maize_GRMZM2G490725_P01,,,
2805,f2805,c3568,32,maize_GRMZM2G578460_P01,,,
2806,f2806,c3569,34,maize_GRMZM2G566592_P01,,,
2806,f2806,c3569,34,maize_GRMZM2G585654_P01,,,
2807,f2807,c356,46,maize_GRMZM2G034015_P01,,,
2807,f2807,c356,46,maize_GRMZM2G034015_P02,,,
2807,f2807,c356,46,maize_GRMZM2G178432_P01,,,
2807,f2807,c356,46,POPTR_0004s22500.1,,,
2807,f2807,c356,46,POPTR_0004s22500.2,,,
2807,f2807,c356,46,POPTR_0006s14880.1,,,
2807,f2807,c356,46,RAP2_Os06t0567000-01,,,
2807,f2807,c356,46,tair10_AT4G29735.1,,?,
2807,f2807,c356,46,tair10_AT4G29735.2,,,
2807,f2807,c356,46,TIGR6.1_LOC_Os06g37070.1,,,
2807,f2807,c356,46,vitis_VV11G02160,,,
2808,f2808,c3570,50,RAP2_Os10t0140900-00,,,
2808,f2808,c3570,50,TIGR6.1_LOC_Os10g05150.1,,,
2809,f2809,c3571,39,maize_GRMZM2G081245_P01,,,
2809,f2809,c3571,39,maize_GRMZM2G446301_P01,,,
2810,f2810,c3572,50,RAP2_Os05t0193800-02,,,
2810,f2810,c3572,50,TIGR6.1_LOC_Os05g10570.1,,,
2811,f2811,c3573,35,maize_GRMZM2G396116_P01,,,
2811,f2811,c3573,35,maize_GRMZM5G819079_P01,,,
2812,f2812,c3574,50,RAP2_Os06t0264700-01,,,
2812,f2812,c3574,50,TIGR6.1_LOC_Os06g15390.1,,,
2813,f2813,c3575,44,vitis_VV05G07860,,,
2813,f2813,c3575,44,vitis_VV05G07950,,,
2814,f2814,c3576,37,maize_GRMZM2G082728_P01,,,
2814,f2814,c3576,37,maize_GRMZM2G400798_P01,,,
2815,f2815,c3577,45,maize_GRMZM2G491098_P01,,,
2815,f2815,c3577,45,maize_GRMZM2G500963_P01,,,
2816,f2816,c3578,50,maize_GRMZM2G144363_P01,,,
2816,f2816,c3578,50,maize_GRMZM2G144369_P01,,,
2817,f2817,c3579,46,tair10_AT1G19500.1,,?,
2817,f2817,c3579,46,tair10_AT2G35765.1,,?,
2818,f2818,c357,43,maize_AC204711.3_FGP003,,,
2818,f2818,c357,43,maize_GRMZM2G048085_P01,,,
2818,f2818,c357,43,maize_GRMZM2G048085_P04,,,
2818,f2818,c357,43,POPTR_0002s01630.1,,,
2818,f2818,c357,43,RAP2_Os04t0249600-01,,,
2818,f2818,c357,43,tair10_AT2G17850.1,,?,
2818,f2818,c357,43,TIGR6.1_LOC_Os04g17660.1,,,
2818,f2818,c357,43,TIGR6.1_LOC_Os04g17660.2,,,
2818,f2818,c357,43,TIGR6.1_LOC_Os04g17660.3,,,
2818,f2818,c357,43,TIGR6.1_LOC_Os06g50930.1,,,
2818,f2818,c357,43,vitis_VV04G13220,,,
2819,f2819,c3580,50,maize_GRMZM2G022112_P01,,,
2819,f2819,c3580,50,maize_GRMZM2G073030_P01,,,
2820,f2820,c3581,28,vitis_VV13G03070,,,
2820,f2820,c3581,28,vitis_VV13G03080,,,
2821,f2821,c3582,50,RAP2_Os09t0502700-00,,,
2821,f2821,c3582,50,TIGR6.1_LOC_Os09g32590.1,,,
2822,f2822,c3583,38,maize_GRMZM2G586888_P01,,,
2822,f2822,c3583,38,vitis_VV00G01530,,,
2823,f2823,c3584,50,RAP2_Os05t0232700-01,,,
2823,f2823,c3584,50,TIGR6.1_LOC_Os05g14310.1,,,
2824,f2824,c3585,50,RAP2_Os06t0155100-00,,,
2824,f2824,c3585,50,TIGR6.1_LOC_Os06g06140.1,,,
2825,f2825,c3586,34,maize_GRMZM2G570252_P01,,,
2825,f2825,c3586,34,maize_GRMZM2G584463_P01,,,
2826,f2826,c3587,37,maize_GRMZM2G055348_P01,,,
2826,f2826,c3587,37,RAP2_Os11t0239833-00,,,
2827,f2827,c3588,50,RAP2_Os05t0242700-00,,,
2827,f2827,c3588,50,TIGR6.1_LOC_Os05g15310.1,,,
2828,f2828,c3589,48,maize_GRMZM2G178082_P01,,,
2828,f2828,c3589,48,maize_GRMZM5G811730_P01,,,
2829,f2829,c358,50,maize_GRMZM2G004320_P01,,,
2829,f2829,c358,50,maize_GRMZM2G004320_P03,,,
2829,f2829,c358,50,maize_GRMZM2G020987_P01,,,
2829,f2829,c358,50,POPTR_0005s09180.1,,,
2829,f2829,c358,50,POPTR_0007s07350.1,,,
2829,f2829,c358,50,RAP2_Os04t0602900-02,,,
2829,f2829,c358,50,tair10_AT5G08335.1,,,
2829,f2829,c358,50,tair10_AT5G23320.1,methyltransferase,N,
2829,f2829,c358,50,vitis_VV00G12595,,,
2829,f2829,c358,50,vitis_VV00G56605,,,
2829,f2829,c358,50,vitis_VV00G56620,,,
2830,f2830,c3590,50,RAP2_Os05t0245200-00,,,
2830,f2830,c3590,50,TIGR6.1_LOC_Os05g15620.1,,,
2831,f2831,c3591,30,maize_GRMZM2G536631_P01,,,
2831,f2831,c3591,30,maize_GRMZM2G573801_P01,,,
2832,f2832,c3592,49,tair10_AT5G10625.1,,,
2832,f2832,c3592,49,tair10_AT5G24860.1,,,
2833,f2833,c3593,42,maize_GRMZM2G180870_P05,,,
2833,f2833,c3593,42,RAP2_Os06t0696400-02,,,
2834,f2834,c3594,40,maize_GRMZM2G525243_P01,,,
2834,f2834,c3594,40,maize_GRMZM2G556114_P01,,,
2835,f2835,c3595,48,maize_GRMZM2G054227_P02,,,
2835,f2835,c3595,48,maize_GRMZM2G119273_P03,,,
2836,f2836,c3596,50,RAP2_Os05t0278600-00,,,
2836,f2836,c3596,50,TIGR6.1_LOC_Os05g19920.1,,,
2837,f2837,c3597,50,maize_AC149818.2_FGP005,,,
2837,f2837,c3597,50,maize_GRMZM2G150915_P01,,,
2838,f2838,c3598,50,RAP2_Os05t0382550-01,,,
2838,f2838,c3598,50,TIGR6.1_LOC_Os05g31744.1,,,
2839,f2839,c3599,38,maize_GRMZM2G490039_P01,,,
2839,f2839,c3599,38,maize_GRMZM2G591531_P01,,,
2840,f2840,c359,50,maize_GRMZM2G029625_P01,,,
2840,f2840,c359,50,maize_GRMZM2G037950_P01,,,
2840,f2840,c359,50,maize_GRMZM2G164240_P01,,,
2840,f2840,c359,50,maize_GRMZM2G700381_P01,,,
2840,f2840,c359,50,maize_GRMZM2G701125_P01,,,
2840,f2840,c359,50,maize_GRMZM2G701668_P01,,,
2840,f2840,c359,50,maize_GRMZM2G702019_P01,,,
2840,f2840,c359,50,maize_GRMZM2G702091_P01,,,
2840,f2840,c359,50,maize_GRMZM2G702516_P01,,,
2840,f2840,c359,50,maize_GRMZM2G703350_P01,,,
2840,f2840,c359,50,maize_GRMZM2G703497_P01,,,
2841,f2841,c35,13,maize_GRMZM2G030391_P01,,,
2841,f2841,c35,13,maize_GRMZM2G046446_P01,,,
2841,f2841,c35,13,maize_GRMZM2G058445_P01,,,
2841,f2841,c35,13,maize_GRMZM2G063353_P01,,,
2841,f2841,c35,13,maize_GRMZM2G126521_P01,,,
2841,f2841,c35,13,maize_GRMZM2G148338_P01,,,
2841,f2841,c35,13,maize_GRMZM2G178552_P01,,,
2841,f2841,c35,13,maize_GRMZM2G484815_P01,,,
2841,f2841,c35,13,maize_GRMZM2G486800_P01,,,
2841,f2841,c35,13,maize_GRMZM2G488275_P01,,,
2841,f2841,c35,13,maize_GRMZM2G491171_P01,,,
2841,f2841,c35,13,maize_GRMZM2G491716_P01,,,
2841,f2841,c35,13,maize_GRMZM2G494020_P01,,,
2841,f2841,c35,13,maize_GRMZM2G495707_P01,,,
2841,f2841,c35,13,maize_GRMZM2G495709_P01,,,
2841,f2841,c35,13,maize_GRMZM2G495711_P01,,,
2841,f2841,c35,13,maize_GRMZM2G496931_P01,,,
2841,f2841,c35,13,maize_GRMZM2G498631_P01,,,
2841,f2841,c35,13,maize_GRMZM2G498792_P01,,,
2841,f2841,c35,13,maize_GRMZM2G500823_P01,,,
2841,f2841,c35,13,maize_GRMZM2G505688_P01,,,
2841,f2841,c35,13,maize_GRMZM2G506308_P01,,,
2841,f2841,c35,13,maize_GRMZM2G506312_P01,,,
2841,f2841,c35,13,maize_GRMZM2G507248_P01,,,
2841,f2841,c35,13,maize_GRMZM2G512138_P01,,,
2841,f2841,c35,13,maize_GRMZM2G513877_P01,,,
2841,f2841,c35,13,maize_GRMZM2G515479_P01,,,
2841,f2841,c35,13,maize_GRMZM2G521503_P01,,,
2841,f2841,c35,13,maize_GRMZM2G531543_P01,,,
2841,f2841,c35,13,maize_GRMZM2G532866_P01,,,
2841,f2841,c35,13,maize_GRMZM2G535258_P01,,,
2841,f2841,c35,13,maize_GRMZM2G535353_P01,,,
2841,f2841,c35,13,maize_GRMZM2G538163_P01,,,
2841,f2841,c35,13,maize_GRMZM2G542329_P01,,,
2841,f2841,c35,13,maize_GRMZM2G543824_P01,,,
2841,f2841,c35,13,maize_GRMZM2G545939_P01,,,
2841,f2841,c35,13,maize_GRMZM2G545943_P01,,,
2841,f2841,c35,13,maize_GRMZM2G549491_P01,,,
2841,f2841,c35,13,maize_GRMZM2G549493_P01,,,
2841,f2841,c35,13,maize_GRMZM2G550416_P01,,,
2841,f2841,c35,13,maize_GRMZM2G552448_P01,,,
2841,f2841,c35,13,maize_GRMZM2G553831_P01,,,
2841,f2841,c35,13,maize_GRMZM2G553922_P01,,,
2841,f2841,c35,13,maize_GRMZM2G558934_P01,,,
2841,f2841,c35,13,maize_GRMZM2G559874_P01,,,
2841,f2841,c35,13,maize_GRMZM2G563193_P01,,,
2841,f2841,c35,13,maize_GRMZM2G567789_P01,,,
2841,f2841,c35,13,maize_GRMZM2G571401_P01,,,
2841,f2841,c35,13,maize_GRMZM2G571746_P01,,,
2841,f2841,c35,13,maize_GRMZM2G572534_P01,,,
2841,f2841,c35,13,maize_GRMZM2G576321_P01,,,
2841,f2841,c35,13,maize_GRMZM2G576325_P01,,,
2841,f2841,c35,13,maize_GRMZM2G578365_P01,,,
2841,f2841,c35,13,maize_GRMZM2G580680_P01,,,
2841,f2841,c35,13,maize_GRMZM2G586520_P01,,,
2841,f2841,c35,13,maize_GRMZM2G586538_P01,,,
2841,f2841,c35,13,maize_GRMZM2G587730_P01,,,
2842,f2842,c3600,35,maize_GRMZM2G161019_P04,,,
2842,f2842,c3600,35,POPTR_0003s01780.1,,,
2843,f2843,c3601,50,maize_GRMZM2G178140_P01,,,
2843,f2843,c3601,50,POPTR_0005s22990.1,,,
2844,f2844,c3602,34,maize_GRMZM2G111603_P06,,,
2844,f2844,c3602,34,maize_GRMZM2G111603_P07,,,
2845,f2845,c3603,50,RAP2_Os07t0297200-01,,,
2845,f2845,c3603,50,TIGR6.1_LOC_Os07g20135.1,,,
2846,f2846,c3604,50,maize_GRMZM5G842698_P01,,,
2846,f2846,c3604,50,maize_GRMZM5G874902_P01,,,
2847,f2847,c3605,50,RAP2_Os05t0333000-01,,,
2847,f2847,c3605,50,TIGR6.1_LOC_Os05g26870.1,,,
2848,f2848,c3606,47,maize_GRMZM2G088669_P01,,,
2848,f2848,c3606,47,TIGR6.1_LOC_Os05g27100.1,,,
2849,f2849,c3607,36,TIGR6.1_LOC_Os05g27290.1,,,
2849,f2849,c3607,36,TIGR6.1_LOC_Os06g28690.1,,,
2850,f2850,c3608,50,RAP2_Os05t0339300-01,,,
2850,f2850,c3608,50,TIGR6.1_LOC_Os05g27350.1,,,
2851,f2851,c3609,41,maize_GRMZM2G556634_P01,,,
2851,f2851,c3609,41,maize_GRMZM2G581136_P01,,,
2852,f2852,c360,29,maize_GRMZM2G486036_P01,,,
2852,f2852,c360,29,maize_GRMZM2G497001_P01,,,
2852,f2852,c360,29,maize_GRMZM2G511677_P01,,,
2852,f2852,c360,29,maize_GRMZM2G521143_P01,,,
2852,f2852,c360,29,maize_GRMZM2G524126_P01,,,
2852,f2852,c360,29,maize_GRMZM2G537168_P01,,,
2852,f2852,c360,29,maize_GRMZM2G559111_P01,,,
2852,f2852,c360,29,maize_GRMZM2G574545_P01,,,
2852,f2852,c360,29,maize_GRMZM2G576421_P01,,,
2852,f2852,c360,29,maize_GRMZM2G583801_P01,,,
2852,f2852,c360,29,maize_GRMZM5G876125_P01,,,
2853,f2853,c3610,36,maize_GRMZM2G040425_P01,,,
2853,f2853,c3610,36,maize_GRMZM2G428130_P01,,,
2854,f2854,c3611,50,RAP2_Os10t0117950-00,,,
2854,f2854,c3611,50,TIGR6.1_LOC_Os10g02830.1,,,
2855,f2855,c3612,50,maize_GRMZM2G005353_P02,,,
2855,f2855,c3612,50,maize_GRMZM2G005353_P03,,,
2856,f2856,c3613,50,TIGR6.1_LOC_Os05g30400.3,,,
2856,f2856,c3613,50,TIGR6.1_LOC_Os05g30400.4,,,
2857,f2857,c3614,38,maize_GRMZM2G036336_P01,,,
2857,f2857,c3614,38,maize_GRMZM2G340663_P01,,,
2858,f2858,c3615,50,RAP2_Os05t0381900-01,,,
2858,f2858,c3615,50,TIGR6.1_LOC_Os05g31710.1,,,
2859,f2859,c3616,50,RAP2_Os05t0390932-01,,,
2859,f2859,c3616,50,TIGR6.1_LOC_Os05g32474.1,,,
2860,f2860,c3617,45,TIGR6.1_LOC_Os11g09850.1,,,
2860,f2860,c3617,45,TIGR6.1_LOC_Os11g09850.2,,,
2861,f2861,c3618,22,maize_GRMZM2G064311_P02,,,
2861,f2861,c3618,22,maize_GRMZM2G156362_P01,,,
2862,f2862,c3619,50,RAP2_Os06t0280900-01,,,
2862,f2862,c3619,50,RAP2_Os06t0280900-02,,,
2863,f2863,c361,41,maize_GRMZM2G017670_P01,,,
2863,f2863,c361,41,maize_GRMZM2G463838_P01,,,
2863,f2863,c361,41,POPTR_0001s14210.1,,,
2863,f2863,c361,41,POPTR_0005s08700.1,,,
2863,f2863,c361,41,POPTR_0005s08700.2,,,
2863,f2863,c361,41,POPTR_0010s25920.1,,,
2863,f2863,c361,41,RAP2_Os03t0381500-01,,,
2863,f2863,c361,41,tair10_AT1G16850.1,,?,
2863,f2863,c361,41,tair10_AT5G64820.1,,?,
